,id,Video,ahash,phash,dhash,whash,colorhash,a,lc,ham_dist,dif
186,d184,augment175,ff9f8ed004070300,befafaa0606051b3,1f315c841d4c3f33,ffbfcef00d070300,1600018000,102,1020,0.203125,1
187,d185,augment176,fbbd210be3e08000,aaaaa8f0b57524ec,3369455e470c0ae6,ffbda18ff3e08000,2600018000,96,964,0.359375,-1
188,d186,augment177,df9fc7e10d070203,aada1d8a695522d7,b9350dc359cdb69f,df9fe7e30d070201,1600018000,96,963,0.375,-1
189,d187,augment178,dfdfe75000050703,bae0b8d860e4e373,93b94da4d9597e7e,dfdfef50000d0707,1600018000,104,1041,0.40625,1
190,d188,augment179,ffbda581e7c10000,ffff50f0b4343080,326949258e0da58c,ffbdb5d1e7c10000,1600018000,98,978,0.21875,-1
191,d189,augment180,ff3d210bf3e08000,aa8a8af8a93965ec,2b69455ac78c1946,ffbd218ff3e48000,1600018000,104,1039,0.390625,1
192,d190,augment181,dfbfc6f004070301,befebeaa68603030,33791ca41dde6f3b,dfbfcef00c070381,1600030000,102,1020,0.203125,1
193,d191,augment182,ff9fbfe166030000,bf871ec043638796,68386e0b8aaf1f38,ff9fbfe167030000,1600018000,96,956,0.4375,-1
194,d192,augment183,f7fbf74a00f0e0c0,efa5e8ac31a2b226,066245da64618189,f7fbf74a00b0e0c0,02c00018000,96,959,0.40625,-1
195,d193,augment184,7fbd8581e7830000,aaaa0dade5296555,b3696d5b8e4f58ce,7fbdadabe7830000,1600018000,104,1038,0.375,1
196,d194,augment185,f7fbe7480030e0e0,e5a5a58d31b0b6a6,2662cd92d664818c,f7faf74802b0e0e0,1600018000,95,952,0.484375,-1
197,d195,augment186,ffbf8de1c7070100,bafeb9a4602033b3,172b59851dcfbb98,ffbf8d71c7070100,2600018000,98,984,0.15625,-1
198,d196,augment187,fffda187e7c10000,ffdf58f8343c3000,326949258e0da48c,fefdf195e7c10000,1600018000,103,1027,0.265625,1
199,d197,augment188,ff9f8fe14e030300,bdd41c8063e3a796,9c304e8b8a6e373d,ff9f8fe16e030300,01c00018000,104,1044,0.4375,1
200,d198,augment189,fff97d03e7c00000,ffdfd4b4b4148081,3473c9258e0584cc,fffdfd05e7c00000,1600018000,103,1025,0.25,1
201,d199,augment190,ffbd1cd0c7030000,badfb9adf0203091,3369dda50e4f1598,ffbf7cd0cf070000,1600018000,102,1016,0.15625,1
202,d200,augment191,ffbf3e80e7010000,a3aaa8e8e161d7c6,83716c5a8f5bce4c,ffbfbe8ae7810000,1600030000,95,955,0.453125,-1
203,d201,augment192,fffb310300e08000,abafa8f4353502c6,0e334556468d0333,fffff10fa0e0c000,2600030000,104,1038,0.375,1
204,d202,augment193,fff2f7e800b0e0e0,f7b5a48c11b3b28a,2e264d5a7561c1c9,fffaf7e800a0e0c0,2600018000,95,955,0.453125,-1
205,d203,augment194,ffbfbec0e7030000,aa8aaaa8e161f7c6,d3316c5a8e4f9a4c,ffbfbee0e7030000,1600030000,96,964,0.359375,-1
206,d204,augment195,fbf9e187a7e0c000,ffcf48d0363022e6,22734b5c4dcca046,fbf9f187a7e0c000,2600018000,97,966,0.34375,-1
207,d205,augment196,d3ff1e4e701e0406,94a837e92c33954f,36b33894e7f8f86c,dbff1e4e701e0806,19200030000,126,1008,0.5,1
208,d206,augment197,cc7dfd901e7f6000,c0d272f07d61f1f0,98f9e176b4d5cb9a,e47dfc921e7f6000,18200030000,116,929,0.328125,-1
209,d207,augment198,d93f1fc7f01e0c00,98a80bc868b9beed,b3f93996a2b0d8c8,f93f1fc7701e0c04,10200030000,126,1007,0.484375,1
210,d208,augment199,247fbf007a7ec000,818b5684687e8ffc,ccd9719392d4aeb3,247fbf007e7ec600,18200030000,122,972,0.125,1
211,d209,augment200,3c3fbd005a7e2680,818bd68160728fff,d871719392d4ccb2,3cffbf005a7e2600,10200030000,122,980,0.203125,1
212,d210,augment201,bdbe1f4178fe8e00,9c9e97cf683a890a,6174b89fd3725ce8,bdbe1f41787e0e00,10200030000,115,918,0.4375,-1
213,d211,augment202,fcfe1e00707e0c02,94de97c12c3a8e4b,243078b5b2d458e6,fabe3e01787e0c03,10200030000,125,1001,0.421875,1
214,d212,augment203,9ab872f28f183000,ddfd4f9935640188,3260e6c63070e444,9af8faf29f187020,18200030000,126,1010,0.515625,1
215,d213,augment204,3cbe3f01787e8600,8a8b57c5693a8aea,e878799392d42cb2,3cbebf01787ec600,18200030000,116,929,0.328125,-1
216,d214,augment205,ec3fbf005e3e4000,818b62c2787edef0,49d96313d6e48690,ed3fbf005e7ec000,19200030000,122,978,0.1875,1
217,d215,augment206,3c7dfc001e7e6100,c09642943d67d5be,ece1613636d4cd9b,7c7dfc809e7e6100,10200030000,116,927,0.34375,-1
218,d216,augment207,3c7fbd005a7e4000,818b4280787edffc,d9d9711292d48cb2,3c7fbf005e7e6400,18200030000,122,977,0.171875,1
219,d217,augment208,9af872628f183000,ddfd5dbd3c440088,3270e6c61570e464,9af872f29f9c7020,18200030000,114,909,0.53125,-1
220,d218,augment209,f19af8f29e783000,cded6f8b2262425a,c372e28638e0444a,f1baf8f29f783000,18200030000,126,1010,0.515625,1
221,d219,augment210,9af8f2e20e9c7010,dded4f9b34642c80,7250a6c63078e464,baf8f2f20f9c7010,18200030000,127,1016,0.578125,1
222,d220,augment211,fb3e1e46713c0c00,98a91be86831f5ad,9370b89cc7f0d868,fbbe5e46717c0c00,11200030000,125,1001,0.421875,1
223,d221,augment212,3cfe1f41783ec400,98df5ec769320f08,6038f993d2f4ace4,3cfe1f41783ecc02,10200030000,115,923,0.390625,-1
224,d222,augment213,def87076cf983000,dcfc7cf9b0440499,3430c4c419306521,daf870768f9cb0a0,19200030000,114,912,0.5,-1
225,d223,augment214,f8f938d01e3a0000,d9c869f87044cf99,909be2243462481a,f8ff78f29c3f0000,19200038000,123,986,0.265625,1
226,d224,augment215,247f7f005b7ec000,808252d57d7e87f8,ccd9e13392d42530,247f7f007f7ec100,18200030000,121,969,0.09375,1
227,d225,augment216,d8ff78f29e792000,d9f868f87c66c411,b19be24634e1481b,f8ff78f29e790000,19200030000,125,999,0.40625,1
228,d226,augment217,e97f78000e7e2040,c1e973ba7963c2c0,13bae15292e5c098,e97f7cc01e7f2040,18200030000,116,929,0.328125,-1
229,d227,augment218,fbfe1e41707c0c00,d0a89ee92a3b9d0d,b3b43895c7f4d868,fbfe1e41707e0c04,19200030000,114,915,0.46875,-1
230,d228,augment219,1b1f4e67f1190c08,89a10aeceb3165ed,f3f198dc47f3d979,5b1f4e6ff1390c08,18200030000,125,1002,0.4375,1
231,d229,augment220,bf7f78820e7e3020,85ad83943d7ecb18,72d2e35694d0e4c8,bf7f78820e7e3020,18200030000,116,930,0.3125,-1
232,d230,augment221,ec3dfd801e7f2000,d1d262907567f3d0,98e96176b4d5cb92,ec7dfc901e7f6000,18200030000,124,990,0.3125,1
233,d231,augment222,13bf3f88f87f0600,8daf2fa86838b88d,e3607c1a93f46c62,13be3f8b787f0600,18200030000,114,914,0.484375,-1
234,d232,augment223,f37f1e44711c0804,9aacbaaca635946c,d7f1389ce7f078ec,f3ff1e4c713c0c04,19200030000,126,1010,0.515625,1
235,d233,augment224,2c7f7d005f7e20c0,808b52907d6fd7f0,d9f1e113b2d4c590,3c7f7d005f7e20c0,18200030000,118,944,0.171875,-1
236,d234,augment225,e9ff78800e3c2000,c9e96bd1796bc081,1352e256d4e4c81a,e9ff7eb21e3c2000,19200038000,116,926,0.359375,-1
237,d235,augment226,ed3fbf807e3e4000,838b62c278f8def0,097b6213d4e48291,ed3fbf007e3ec000,19200030000,122,980,0.203125,1
238,d236,augment227,d93e0f4678380e00,98a89aee6ab0eaa9,a3f4b89ed372d859,f93e0f4e79f80e00,10200030000,115,917,0.453125,-1
239,d237,augment228,27bcfd007e7c0300,d7de278725a983a0,c8643136b4c88674,6fbcfd807e7c0300,19200030000,114,911,0.515625,-1
240,d238,augment229,ec7f7f805e3e4000,c1db72d279fa8290,49dbe35292e4911a,ed7f7d805e7e4000,19200030000,118,944,0.171875,-1
241,d239,augment230,f1bbf8f31e782000,cdef6b8230e6c053,c372e28638e0c44b,f1bbf8f31e783000,18200030000,125,1002,0.4375,1
242,d240,augment231,f3baf8f28f383000,cde56fbba0e0408b,c672e2863860642a,f3baf8f29f383000,19200030000,127,1013,0.546875,1
243,d241,augment232,1bb8f8f30e387020,cdad4b9839e4e898,b272828630e0e444,5bf8f8f31e387020,18200030000,126,1005,0.46875,1
244,d242,augment233,cd7d1fcff01e0804,98aa32e962b1b64f,99b13c9ea2b8d88c,cd7d1fcff01e0804,18200030000,125,1004,0.453125,1
245,d243,augment234,e79cf2760eb81010,c7f76e93a3c04701,4c2566849870f462,e7bcfaf60eb81010,19200038000,114,909,0.53125,-1
246,d244,augment235,ef7b1e4e711c080c,91a93bafe311926a,da53b89ce7f158d9,efff1e4e711c0804,19200030000,126,1005,0.46875,1
247,d245,augment236,e73b4f6e701d0808,8ba32baee6929a46,cd7398dce6f1d8b9,e7bf4f6e701d0808,19200038000,114,914,0.484375,-1
248,d246,augment237,dfff1e0d701c0400,98acbcacac16dcd4,35b73895d5f86caf,dfffbe4d701c0400,19200030000,114,912,0.5,-1
249,d247,augment238,243dbf007a3ec000,838b7282207c9ffd,e9f97393d2e48eb3,243fbf097e3ec600,18200030000,117,936,0.25,-1
250,d248,augment239,f3fe1e0070fe0402,94e827eb283aaf07,273078b5b250d8e6,fbfe1e0170fe0c02,18200030000,126,1010,0.515625,1
251,d249,augment240,6c3ff8801e7c2200,ddca63937065d0d1,d8692236b4d0ca10,ec3ffc925e7c2200,19200030000,115,920,0.421875,-1
252,d250,augment241,cf7d1fcf701e0c04,98a93be96033964f,9bb3389ea2b8d8cc,cf7d1fcf701e0804,18200030000,125,1002,0.4375,1
253,d251,augment242,d9df78720f382000,c9f87898fd40c89b,b332e2d618e0c945,f9df7c721f782000,19200030000,125,1001,0.421875,1
254,d252,augment243,dfb8f0f30e383010,ccfc5ebb30e0e411,3460e2c61872e464,dfb8faf30e383010,10200030000,127,1013,0.546875,1
255,d253,augment244,dbf878e28e393000,ddf8e9b8b8e4a808,3272e04435f16049,dbf878f29c3d3020,19200030000,126,1007,0.484375,1
256,d254,augment245,33bebf4978fe0600,958f37e5283ab485,66607991d2542ca6,33be3f4978fe0600,18200030000,116,924,0.375,-1
257,d255,augment246,9bfcf8e30f783020,cdfd469835e4e818,32624397baf2e4cc,9bfcf8e30f783020,10200030000,114,914,0.484375,-1
258,d256,augment247,bebbb1f0767678fe,c52b9b94f64b6a05,4c524346c4c4d4cc,bcaaa0b0327278fe,9000038000,51,10,0.109375,1
259,d257,augment248,bcb2b0b0b6b0b8bf,c6299b96924b6b35,4.98E+15,bcb0b0b0b4b0b8bf,9000038000,51,10,0.171875,1
260,d258,augment249,7e737072f23a3bbf,c5609a91b65b4bba,98d6c7c646524244,7c724072b2323abf,9000030000,49,10,0.25,-1
261,d259,augment250,777bfd8c0e27171f,96e8aca7781ae331,e7d6ab3d5e4fefb7,373bcd0c0e27071f,9000038000,48,10,0.46875,-1
262,d260,augment251,3b798d0d6c2e2f3f,9368ed43b83cd5a2,7bcbb939dcdc5eef,1b71050d6c2e2f3f,9000038000,47,9,0.578125,-1
263,d261,augment252,fdfd9e0e4f6f2f3f,915ecae11c1fe23c,99657c389adadbd7,1da1060e4e6f0f3f,0a200030000,47,9,0.546875,-1
264,d262,augment253,7c7220b6b2babf9f,c4609a99949f697d,99a6e64444626a20,687000b2b2babf9f,9000038000,52,10,0.40625,1
265,d263,augment254,7e33b0f2b632babf,c7609b94964b69ae,c856474444564264,7c10a0b2b632babf,9000038000,51,10,0.25,1
266,d264,augment255,7bfd9c8e0f672717,97f8a2e31c46712e,c28b3d3c1acfedef,23ed8c8e0e672717,9000030000,53,11,0.546875,1
267,d265,augment256,dedfb97170e4e4f8,c2add3b2495b9661,b02c63c3a7ac0800,ccd6b17070e4e4f8,9000030000,48,10,0.484375,-1
268,d266,augment257,f6606076b2b9bf9f,c462bae99496595d,24a4a46446622a20,f0604036b2b8bf9f,9000038000,52,10,0.4375,1
269,d267,augment258,fc735072727a3fff,c5789a91f44a6a2f,8896a3c6c6d2cb40,e0500072727a3fff,9000038000,49,10,0.296875,-1
270,d268,augment259,7b07066c4ddffbf3,8113ecd8f0c7763c,b2eb4ed899bbd2e6,0b0702240dfbfbf3,9000038000,48,10,0.46875,-1
271,d269,augment260,fe7b5072727a7fff,c5789a91f5426a2f,0896a386c6d2cbc4,e042007272787fff,9000038000,49,10,0.265625,-1
272,d270,augment261,fd9d8f0e4e6e2f2f,917eeec11c1bab30,c92d3d3c9adada5f,61858d0e4e6e2f2f,0a200030000,53,11,0.5625,1
273,d271,augment262,19798d0d6e2e3f7f,916aee41b83e75e0,7bc93d3ddcdcdeef,1975050d4e2e2f3f,9000038000,53,11,0.53125,1
274,d272,augment263,7d3bb0b0b6b2bfff,c7209b97f04f692c,c954464464566264,743080b0b2b0bfff,9000030000,49,10,0.265625,-1
275,d273,augment264,d9f06036b2bbdfdf,d446b9a997326b68,13a4a46466223490,c0704024b2bbdfdf,9000038000,48,10,0.5,-1
276,d274,augment265,bb07074ece9dfdf9,b131cfdec0c32e1c,73db9b9ab46dd9f3,190700464e9dfdfb,9000038000,52,10,0.421875,1
277,d275,augment266,7d598d0d6d2c0c7f,937ccc43a33eb650,cbb33d19dddd5ded,3d5d0d0d6d2c0c3f,9000038000,47,9,0.59375,-1
278,d276,augment267,7c7a30f2b2323fff,c5609b95f44b692e,c9d6474644564244,747000b2b232beff,9000038000,51,10,0.1875,1
279,d277,augment268,f3f9bc0e0f67271f,97fdc8a31c16c2b8,f68b6d741acfedb3,73618c0e0f67271f,0a000030000,53,11,0.609375,1
280,d278,augment269,fce06436b2fbdfcf,d446998d9594ab6d,b00c8de46623b490,d8e04404b0bbdfcf,9000038000,53,11,0.5,1
281,d279,augment270,dfbbb131727674f0,c6bdba946d4a8865,2c2a6343c4e4ac01,debab030727474f0,0a000030000,48,10,0.390625,-1
282,d280,augment271,beb3b0f0b6b4b8bf,ce699b96924b2b91,5.48E+15,bcb0b0b0b4b4b8be,9000038000,49,10,0.265625,-1
283,d281,augment272,7dfd8d0f4e4e3eff,907ace43a31e3fe0,ddb1359ddcdcd4ef,1d5d050d4c4e1e7f,9000038000,48,10,0.5,-1
284,d282,augment273,7c9c8e0e4e4e5eff,906ecfc1e21f2754,ccb4349c9c9e96ce,7c10060e4e4e5eff,0a200030000,48,10,0.5,-1
285,d283,augment274,f3f9fc1f0f67370f,87f9c0a33dc6d138,c69b58761bcde5f7,63c98c0e0f67370f,9000030000,47,9,0.59375,-1
286,d284,augment275,f3fbdd8c8e27371f,9ae885e7380ec735,76c2bb3d1c4aeff7,337b4d0d0e27071f,9000030000,47,9,0.5625,-1
287,d285,augment276,cfdfbd71f0e6ecf8,c2a99974484bb6ed,903c69c3a62c0811,cec6b170f0e4e0f8,0a000030000,52,10,0.4375,1
288,d286,augment277,ced6bb3171e4ece8,ebacd2b2499b3609,902462c3a70d0901,ccd6b93070e4ece8,9000038000,47,9,0.53125,-1
289,d287,augment278,3979cd0d2d2d3d7f,8b7dec43a13c78c1,fbcbbb19d95d5def,1979050d2d2d2d7f,9000038000,47,9,0.515625,-1
290,d288,augment279,dcdeb93172f4f8fc,c6a9f9d4094bb6a4,903c6bc3a4ac0911,dccca13070f4f0fc,9000038000,52,10,0.40625,1
291,d289,augment280,7bfd9c0e0f6f271f,93fceee11c07c03a,e3097d7a9acbcfeb,33e50c0e0f67271f,0a200030000,47,9,0.59375,-1
292,d290,augment281,bcb2b0f0b6b4b8ff,ce299b96d24b6915,697667646464646c,bcb0b0b0b4b4b8be,9000038000,51,10,0.140625,1
293,d291,augment282,3f07674e9ebdf9fb,a1328f9ed8c1c71d,e9cdcf9a346ddbf3,1d0721400ebdf9fb,9000038000,48,10,0.359375,-1
294,d292,augment283,3c7d8d0f6c4c7eff,907ece43a31e3ce1,ddd5359dddd4fcfd,0d7d050d4c0c5eff,9000038000,53,11,0.5,1
295,d293,augment284,9ebbb1b0367674fc,c62d9a16fd68d02d,2c6a4347c4c4c500,9eaab0b0327474fc,9000038000,49,10,0.28125,-1
296,d294,augment285,7bfb9d8e0e672f1f,93eccca11d1ee2b8,f6cb693c9acb6b77,3b718d0e0e270f1f,9000030000,53,11,0.609375,1
297,d295,augment286,f77bfd8c0e27171f,96ec84a75c1ee2b1,e6d229345a4defb7,77238d8c0e27171f,9000038000,48,10,0.484375,-1
298,d296,augment287,fff0607272b9bfbf,e5609acb94965b4d,b426a6a6c6536960,dc80007272b8bfbf,9000038000,48,10,0.4375,-1
299,d297,augment288,fe7060b6b2fb9fdf,c442b889969be95f,aca4e46464222a30,746000b4b2ba9fdf,9000030000,52,10,0.4375,1
300,d298,augment289,3f0e042d4d5df9fb,8137eccc836b3c39,26dad8d9d9bbfbf2,160e002d4d5df9fb,9000038000,52,10,0.453125,1
301,d299,augment290,dee0e07632bd9fcf,f446b98b81b46b69,322c0ca4526b3490,90e0c06632bd9fcf,9000038000,47,9,0.546875,-1
302,d300,augment291,2f07666e4e9dfdf9,b1318f9ec1c3cfc0,cadbda98943569fb,0703404e4e9dfdf9,9000030000,48,10,0.5,-1
303,d301,augment292,9c9eb1b03674f4fc,c63db816ed6920d5,20284343c4c48508,989ea0b07274f4fc,9000038000,49,10,0.265625,-1
304,d302,augment293,9e9ab1b0b63470fc,c62d9916f469a555,2c2262674444c508,9cbab0b0b43474fc,9000038000,51,10,0.203125,1
305,d303,augment294,73f9bc0e4f67371f,83fccca11d1ee2b8,f6836d7c9acf6f77,73618d0e0f67071f,9000038000,47,9,0.625,-1
306,d304,augment295,3ece0c4d4d5dfdfd,9035cfcea14a3c79,6e9c9cddddb1a9d9,060e004d4d5dfdfd,9000038000,48,10,0.484375,-1
307,d305,augment296,d8f06036b2bbdfdf,d446b98d87326b69,122ca4e466223490,c0d04024b2bbdfdf,9000038000,53,11,0.5,1
308,d306,augment297,d8def1b13474f8fc,c6bdb8162d699692,b13c226344cc8188,d8dea0b03474f0fc,9000038000,52,10,0.390625,1
309,d307,augment298,3f1e3e3c18200000,879636246dc3a778,fef8e8f2b0ca5909,3f3f7f7d5c700000,1be00000000,5,46,0.515625,-1
310,d308,augment299,fe3c787838001000,cdcd3434c5e9784c,f0e0f1f2e0d17264,ff7e78787a303800,1be01000000,5,50,0.484375,1
311,d309,augment300,3cfc1e1e1c000c00,9cde636d1e1e250c,70f8f070b0ba78c8,3cfe3e3efe0a0c00,1be00000000,5,47,0.3125,-1
312,d310,augment301,7c3cbe1e1e000000,96ce63613d9466e8,c0e86cf4b26aec8f,7f3eff3e1e0e0000,1bc00000000,5,50,0.390625,1
313,d311,augment302,e8f0f0f878200000,c5e13b3b881877a6,93c2e6f0e1483810,f8f8f2f8f8f81800,1bc00000000,5,50,0.5,1
314,d312,augment303,f8fe787878000000,cdcc3e34e9e97042,73e0d1d3c0d56260,f9fe7cf978183000,1be01000000,5,45,0.5625,-1
315,d313,augment304,170f0f1f1e040000,94b56e468d4d6399,343c9af2fc6c69f3,1f1f4f1f1f361c00,1ec00000000,5,46,0.421875,-1
316,d314,augment305,3f3e7e1e1e080000,9c9c6765b59621e1,f2f0f074b0f8981e,7ffe7e3e5e0a0000,1be00000000,5,47,0.265625,-1
317,d315,augment306,1f0f0f1f1e060000,94b16e568d4da2d9,34bc9af2f86c69f3,1f0f4f1f1f1f3400,1ec00000000,5,50,0.515625,1
318,d316,augment307,7c3c7c1c1c0c0000,9acc6765b092e1e5,e070f071f0f868ce,fe7cfe3cfc1c0000,1be01000000,5,46,0.359375,-1
319,d317,augment308,7c3cfe1e1a080000,96ce63611c96f0e9,e0e0e8f4f2aaecc7,fe7efe1e3e0e0000,1be00000000,5,50,0.4375,1
320,d318,augment309,e4f8f07878280000,c7e63a33c43825e6,ccc9e2d2c15830b0,f4fcf8fcfc281800,1be01000000,5,45,0.53125,-1
321,d319,augment310,f8f0787878200800,cdc43a3bd81932ce,69e2c6d0e1407230,fcf8fa78f8382810,1bc00000000,5,45,0.546875,-1
322,d320,augment311,7e7e787878001000,c9c93e3c89ca78c9,f2d2d0d1c2b4e2e6,ff7ef87878543000,1ee00000000,5,45,0.546875,-1
323,d321,augment312,2f3f1e1e1c140800,99936f239161723b,d878b8f0f8f5b13a,7f3f1e7e1e1c1800,1be01000000,5,46,0.421875,-1
324,d322,augment313,f0f0f0f878700000,c4e43f8f9898c71c,94c4c4b1e0e8a9b0,f0f0f4f8f87c1c08,1bc00000000,5,50,0.5,1
325,d323,augment314,3f1e1e1e1e041000,98916b6383ec6793,f878b4b0f8f5b179,3f1f1e7f1e0c1c08,1bc00000000,5,49,0.265625,1
326,d324,augment315,e8f0f07878300800,c5e5391b89397686,92c6e4d0e0e8b810,faf0fcf87c781800,1bc00000000,5,45,0.546875,-1
327,d325,augment316,0f0f0f1e1e0c0000,91b06e5acc4da3d9,b4dcd874f8e868f2,1f0f3f1f3e1e1810,1bc00000000,5,46,0.46875,-1
328,d326,augment317,fc78787838001000,cdcc3e36d4bd3044,e4e1d3f2e0507260,fefc78fa78303800,1bc00000000,5,50,0.46875,1
329,d327,augment318,fc7c7ebe18040000,d4c363791c96f249,80d0e870f2ac6547,fcfefebe3a060000,1bc00000000,5,46,0.390625,-1
330,d328,augment319,2f3f1e1e1c140000,9a936763916074bb,d879b8f0f8b5b372,6f3f1f7e3e141800,33e01000000,5,46,0.375,-1
331,d329,augment320,3e3c3f7818000000,8b9a363469c3a5bc,fcf8e8f0b0eac80c,7f3e7f7c7c700000,1bc00000000,5,50,0.515625,1
332,d330,augment321,f83e787838001000,cdc93030e9eb7856,f2f0f0e372f164c4,f87f7c7c3e383000,1be01000000,5,50,0.4375,1
333,d331,augment322,3e3c3e1e1e000000,9c9e6361bd9623e0,60f0b474b0fa988e,bffe7f1e5e0a0000,1bc00000000,5,50,0.328125,1
334,d332,augment323,3c3e787838003000,cdc932308d4b787d,f3e0f0e1f2d0e0e4,7f7efc7c7a103000,1be01000000,5,51,0.546875,1
335,d333,augment324,f8f0f07878300000,c5e53b079818f68e,c2c6e4d0e1486930,f8f2f8f878f82808,1bc00000000,5,50,0.5,1
336,d334,augment325,1f1f3e3f18200000,9f9e342029afa65a,7ef868f2b1cc121b,1f3f3e3f5c7e0000,1be00000000,5,46,0.390625,-1
337,d335,augment326,1f1f1e1e1e0c1008,98926fae8f44629b,79b89cf078fdb133,3f1f5f3e1e1c1408,1bc00000000,5,46,0.375,-1
338,d336,augment327,0f3f1e1e1c000000,98936763917074bb,d978b8b0f8b5b332,6f3f1f7e3e1c0800,33e01000000,5,50,0.359375,1
339,d337,augment328,f4f8787878200800,c7c63a33d61930e6,e9e1c2d2e14872a0,fcf8f8fcfc281800,1bc00000000,5,46,0.515625,-1
340,d338,augment329,7c3e7c7838000000,cfcb3230e9c370b4,f9f0f2f1f2e0e48c,fe3f7e787e103000,1be01000000,5,45,0.59375,-1
341,d339,augment330,f87e787838101000,cdc93834e9e87a46,f2f0f1f3e0d064c4,f97e7c7c7e303000,1be01000000,5,50,0.4375,1
342,d340,augment331,f4f8f07838280000,cfc63233c21077e6,c963e6d0e0683058,fcf9fa7c7c281800,33e01000000,5,45,0.578125,-1
343,d341,augment332,f4f8f87878281000,c5c63637f4352166,ece1c3d2c0d172a0,f4fcf8fafc281800,1be00000000,5,50,0.5,1
344,d342,augment333,f8f8f07878380800,cdc73b3b801933e4,cb62e4d0e0683230,f9f8fa7c7c381800,1bc00000000,5,51,0.546875,1
345,d343,augment334,1f3f1e1e1c000800,9999656591fc741a,9af838b0f8f5b938,7f3f9e7e3c1c0800,33e01000000,5,49,0.25,1
346,d344,augment335,787e787878003000,c9c93e38c94b7865,f3f0d0d1f2b0e0e6,fd7efc7c7a103000,1be01000000,5,45,0.59375,-1
347,d345,augment336,1f0f1e1e1e0c1000,98926eee9d4c6299,39b8dcf0f8f9b173,9f1f5f3e3e1c1008,1bc00000000,5,50,0.34375,1
348,d346,augment337,1f3e3e3e18200000,8f9e32342d87a758,7cf96872f1ec5019,3f3f3f3f1c3e0000,1be00000000,5,50,0.484375,1
349,d347,augment338,1e3c3f3818000000,8b9e32345cc7273c,78f8eaf0b1eec01d,3f7e7f785c722000,1bc00000000,5,46,0.5,-1
350,d348,augment339,f0f0f0f878300000,c6e4311f9939668e,94c4e4d0e0e8b890,f8f0fcf87c7c1800,33c00000000,5,50,0.484375,1
351,d349,augment340,3c3cfe1c1c080000,9ece67611c96e0e1,6060b870f0b878ce,fe7cfe1e3e1e0000,1be00000000,5,50,0.390625,1
352,d350,augment341,3e3e3e1e1e000000,9c9e6361bd9623e0,60f0f4f4305a988e,3ffe3f1ede0a0400,1bc00000000,5,50,0.3125,1
353,d351,augment342,fc78787878000000,c1c43e36c7b936c4,e4e0d1d2c0d5d262,fef8f8fa78701800,1ec00000000,5,51,0.53125,1
354,d352,augment343,3c3e7c7878000000,c39b363c58c1333d,f8e8d9d0b2a9c00e,7e7fff7878502000,1ec00000000,5,51,0.546875,1
355,d353,augment344,1f1f3e3f18200000,9d9e34206d8fa65a,7ef06872b1cc121b,1f3f3f3f5c3e0000,33c00000000,5,50,0.4375,1
356,d354,augment345,0f3f1f1f1e140000,90b3636690ed74b3,cc6838b0fce471f2,6f3f1f5f3f140800,1be01000000,5,46,0.34375,-1
357,d355,augment346,2f1f1e1e1e040000,98916b6293ec7593,d97834b4fc74b179,6f3f1e5f1e1c1c00,1bc01000000,5,49,0.296875,1
358,d356,augment347,e8f0f07878200000,c1e13b3bc81876e6,dbc2e6f0e1483014,e9f8fafcfc281800,1bc00000000,5,50,0.5,1
359,d357,augment348,3f1f0f1e1e041000,94936f66854d6593,6c7898b47cecf172,3f1f1f5f1f141c00,1bc00000000,5,50,0.390625,1
360,d358,augment349,f9e34f9f03068484,b4ab5264ad5ad551,d327dc3336b41c1c,f9f30f9f83468484,0ee01000000,57,85,0.546875,-1
361,d359,augment350,787d6dcd89020210,c1c3473fdd396098,d8c9999b3b2e36e4,787d7ddd8b830a10,0ee01000000,63,95,0.5,1
362,d360,augment351,e6cf9f1b83820121,b5da7255c4a48dac,4c59b3b22616cfcf,e6efdf5b93020121,0ee01000000,63,95,0.515625,1
363,d361,augment352,f1070f9b03060684,b4ab52a4ebca485b,27ced83336b6bc1c,f1670f9f0b478684,0fe01000000,57,86,0.484375,-1
364,d362,augment353,b7f3d9c848414080,e0ec2f07b7066b07,65b7b3929a93850d,f7fbfbca48414084,0ee01000000,59,88,0.171875,-1
365,d363,augment354,cf67f1d840602262,e0b83721f8bcad0e,9ace259293d6c686,cf67f3da60622262,0ee01000000,63,94,0.453125,1
366,d364,augment355,3c3eb3bb91c0c0a8,d79613529a6aab34,686c666323090552,3e36b7bb91d0c0a8,0fc00000000,63,95,0.5,1
367,d365,augment356,e1e71f9903038381,abcf766dcaca1810,6f4eb9336bb79faf,e1e79f9d0303c1c3,0ec01000000,62,94,0.40625,1
368,d366,augment357,3c7c6dcd9b870315,8bc3061fdc3df228,60c9993b3b3f3fa5,3c7c6ddd8b070315,0ec01000000,57,85,0.53125,-1
369,d367,augment358,cf67f2d8c1622223,e1fa0731b8dd8c0e,9e8f64b293d6c6c6,cfe7f0dac1622223,0ec01000000,63,94,0.46875,1
370,d368,augment359,f0e74f1f0383868c,bdea546c4bd4d051,a74f987333363c1c,f1e34f9f0b838684,0ee01000000,57,86,0.46875,-1
371,d369,augment360,9c9ed692d3c10008,dcd61a6b896552ca,3d2ca426330bc7d1,9c9efed2d3c34028,0ee01000000,63,94,0.421875,1
